Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency,Experience_Level,BMI,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Heart_Rate_Reserve,Calories_per_Hour,Hydration_Score
49,0,78.9,1.73,182,151,64,1.38,938.0,34.0,2.3,2,1,26.36,False,False,False,118,674.8201438848921,4.6
28,0,78.7,1.63,185,154,59,1.1,847.0,31.7,1.8,3,2,29.62,False,True,False,126,763.0630630630629,5.4
38,1,68.7,1.92,170,150,73,1.31,1081.0,29.0,3.0,4,2,18.64,False,False,False,97,818.9393939393939,12.0
43,0,53.1,1.59,187,136,72,0.82,502.0,29.5,2.5,2,1,21.0,False,True,False,115,604.8192771084338,5.0
42,1,64.8,1.65,161,166,67,1.1,904.0,24.4,2.8,3,2,23.8,False,False,False,94,814.4144144144143,8.399999999999999
39,0,50.3,1.61,167,128,50,1.17,749.0,32.8,2.5,2,1,19.41,True,False,False,117,634.7457627118645,5.0
44,1,102.3,1.63,188,129,52,1.34,856.0,20.9,2.6,4,2,38.5,False,False,True,136,634.074074074074,10.4
30,1,62.9,1.92,170,127,70,1.13,789.0,25.2,3.6,2,1,17.06,True,False,False,100,692.1052631578948,7.2
50,0,56.5,1.6,196,140,61,1.88,1184.0,19.2,2.7,5,3,22.07,False,False,True,135,626.4550264550265,13.5
51,0,74.6,1.55,177,132,50,0.71,422.0,33.3,2.1,2,1,31.05,False,False,False,127,586.1111111111111,4.2
58,1,52.0,1.79,173,169,52,1.12,937.0,29.6,3.0,3,1,16.23,True,False,False,121,829.2035398230088,9.0
52,0,52.1,1.67,169,124,52,1.5,837.0,32.0,1.5,2,1,18.68,False,False,True,117,554.3046357615895,3.0
18,0,72.2,1.54,194,125,54,0.97,606.0,27.1,1.7,2,1,30.44,False,True,False,140,618.3673469387755,3.4
38,1,85.8,1.8,168,149,68,1.72,1410.0,10.1,3.5,4,3,26.48,False,False,False,100,815.028901734104,14.0
23,1,81.4,1.85,194,150,74,1.6,1320.0,12.4,3.5,4,3,23.78,False,False,False,120,819.8757763975154,14.0
45,0,50.9,1.65,170,136,50,1.45,887.0,30.1,2.3,2,1,18.7,False,True,False,120,607.5342465753425,4.6
34,1,52.0,1.78,171,130,53,1.38,987.0,22.4,2.7,4,2,16.41,False,True,False,118,710.0719424460432,10.8
22,1,71.0,1.93,162,139,53,1.42,1086.0,21.2,2.9,4,2,19.06,False,False,True,109,759.4405594405595,11.6
48,1,80.6,1.77,198,167,66,1.51,1248.0,12.9,3.5,4,3,25.73,False,False,False,132,821.0526315789474,14.0
22,0,58.3,1.72,173,128,63,1.0,640.0,32.6,1.6,3,2,19.71,False,False,True,110,633.6633663366337,4.800000000000001
55,0,63.0,1.7,187,121,67,1.32,719.0,34.9,2.5,3,1,21.8,False,True,False,120,540.6015037593985,7.5
20,1,111.0,1.94,170,156,50,1.02,875.0,27.6,3.3,4,2,29.49,False,False,False,120,849.5145631067961,13.2
40,0,52.6,1.66,198,120,71,1.27,762.0,32.9,1.7,3,2,19.09,False,True,False,127,595.3125,5.1
54,1,116.4,2.0,184,123,65,1.13,688.0,26.2,3.1,3,1,29.1,False,False,True,119,603.5087719298247,9.3
54,0,75.6,1.61,180,155,52,1.41,983.0,34.9,2.5,4,2,29.17,False,False,True,128,692.2535211267606,10.0
27,1,61.6,1.8,169,144,72,1.48,1172.0,26.4,3.1,2,1,19.01,False,False,True,97,786.5771812080537,6.2
27,1,108.0,1.8,174,122,70,1.38,926.0,28.6,2.5,4,2,33.33,False,False,False,104,666.1870503597123,10.0
36,0,59.3,1.75,178,128,58,0.99,634.0,34.5,2.3,3,1,19.36,False,True,False,120,634.0,6.8999999999999995
34,1,75.7,1.94,181,141,72,1.18,915.0,29.3,2.4,4,2,20.11,False,True,False,109,768.9075630252102,9.6
38,0,56.3,1.6,180,142,53,1.21,859.0,28.8,1.9,4,2,21.99,False,False,True,127,704.0983606557377,7.6
31,0,58.2,1.73,191,131,70,1.17,766.0,25.8,1.8,3,2,19.45,False,False,True,121,649.1525423728814,5.4
26,1,55.7,1.68,182,129,54,1.13,802.0,21.7,2.9,3,1,19.73,False,False,True,128,703.5087719298247,8.7
18,1,125.9,1.67,172,153,60,1.46,1229.0,20.6,2.2,3,2,45.14,False,False,True,112,836.0544217687075,6.6000000000000005
30,0,62.7,1.67,164,162,70,1.02,826.0,26.1,2.6,4,2,22.48,True,False,False,94,801.9417475728155,10.4
21,1,86.6,1.86,163,129,58,1.37,972.0,21.8,2.6,3,2,25.03,True,False,False,105,704.3478260869565,7.800000000000001
18,1,64.5,1.82,187,149,52,1.2,983.0,23.4,2.4,3,2,19.47,True,False,False,135,812.3966942148761,7.199999999999999
57,1,76.6,1.86,173,141,55,1.14,796.0,25.4,2.8,4,2,22.14,False,False,True,118,692.1739130434784,11.2
49,1,81.4,1.83,167,125,73,1.98,1225.0,13.6,3.5,5,3,24.31,False,False,True,94,615.5778894472362,17.5
51,1,60.7,1.71,168,169,60,1.14,954.0,22.1,2.5,2,1,20.76,False,True,False,108,829.5652173913044,5.0
45,0,57.2,1.55,194,121,58,1.67,909.0,18.4,2.7,5,3,23.81,False,False,False,136,541.0714285714286,13.5
48,0,73.0,1.59,196,149,64,1.19,798.0,32.0,2.1,3,2,28.88,False,True,False,132,665.0,6.300000000000001
25,1,123.8,1.99,180,121,72,1.13,752.0,25.6,2.6,3,1,31.26,True,False,False,108,659.6491228070176,7.800000000000001
56,1,93.6,1.66,177,151,52,1.37,1024.0,29.0,2.2,2,1,33.97,False,True,False,125,742.0289855072463,4.4
43,1,76.8,1.92,192,161,50,1.24,988.0,21.1,2.5,3,1,20.83,False,False,True,142,790.4,7.5
51,0,54.7,1.53,167,135,69,1.11,674.0,26.8,2.0,4,2,23.37,True,False,False,98,601.7857142857142,8.0
20,1,92.3,1.94,176,131,71,1.14,821.0,24.3,2.1,3,2,24.52,True,False,False,105,713.9130434782609,6.300000000000001
29,0,71.8,1.55,190,120,68,1.2,720.0,26.3,2.4,4,2,29.89,False,False,False,122,595.0413223140496,9.6
18,0,66.9,1.57,193,127,63,1.07,679.0,30.7,2.2,3,2,27.14,False,False,False,130,628.7037037037037,6.6000000000000005
22,0,48.7,1.76,165,167,66,1.37,1144.0,29.0,2.2,4,2,15.72,True,False,False,99,828.9855072463768,8.8
47,1,66.2,1.71,181,169,71,1.42,1188.0,22.8,2.9,3,1,22.64,True,False,False,110,830.7692307692308,8.7
47,0,40.0,1.76,173,132,63,0.8,475.0,26.7,2.2,3,1,12.91,False,True,False,110,586.4197530864197,6.6000000000000005
34,1,112.4,1.85,162,134,66,1.18,870.0,23.4,3.6,4,2,32.84,True,False,False,96,731.09243697479,14.4
40,0,70.0,1.55,171,163,74,0.85,693.0,31.1,1.5,3,1,29.14,False,False,True,97,805.8139534883721,4.5
32,1,84.0,1.74,195,127,63,1.45,1013.0,25.8,2.1,3,1,27.74,False,True,False,132,693.8356164383562,6.300000000000001
54,0,43.8,1.65,171,129,61,1.29,749.0,26.6,1.7,4,2,16.09,False,False,True,110,576.1538461538462,6.8
38,1,123.3,1.62,161,165,65,1.34,1216.0,21.2,2.3,4,2,46.98,False,False,True,96,900.7407407407406,9.2
31,0,57.9,1.56,161,124,50,1.8,1116.0,15.1,2.7,5,3,23.79,False,False,True,111,616.5745856353591,13.5
19,1,82.4,1.96,174,169,62,1.9,1766.0,10.1,3.5,5,3,21.45,True,False,False,112,924.607329842932,17.5
28,1,84.8,1.79,182,138,55,1.35,1025.0,28.8,2.3,4,2,26.47,False,False,False,127,753.6764705882352,9.2
56,1,109.6,1.66,188,166,66,1.29,1060.0,20.5,3.1,3,2,39.77,False,False,False,122,815.3846153846154,9.3
55,1,86.4,1.77,176,157,61,1.0,777.0,27.3,2.8,3,2,27.58,False,False,True,115,769.3069306930693,8.399999999999999
51,0,63.9,1.8,191,130,72,1.07,626.0,33.7,2.7,4,2,19.72,True,False,False,119,579.6296296296296,10.8
55,0,70.8,1.62,166,162,68,0.54,394.0,26.0,1.8,3,1,26.98,False,True,False,98,716.3636363636363,5.4
51,1,115.3,1.67,189,139,55,1.38,950.0,24.4,2.5,3,2,41.34,False,False,True,134,683.453237410072,7.5
35,0,55.3,1.56,187,139,56,1.71,1188.0,19.8,2.7,5,3,22.72,False,True,False,131,690.6976744186046,13.5
47,1,73.9,1.8,173,140,50,1.36,942.0,28.3,3.7,3,1,22.81,False,True,False,123,687.5912408759124,11.100000000000001
32,1,97.3,1.96,189,137,50,1.36,1025.0,24.9,3.4,3,2,25.33,True,False,False,139,748.1751824817518,10.2
44,0,60.4,1.65,176,169,54,1.27,966.0,32.6,2.1,4,2,22.19,True,False,False,122,754.6875,8.4
51,1,49.3,1.61,191,129,55,1.36,868.0,28.3,2.9,2,1,19.02,False,False,False,136,633.5766423357663,5.8
55,1,91.8,1.78,165,153,65,1.44,1091.0,23.5,3.4,3,1,28.97,False,False,False,100,752.4137931034483,10.2
50,0,73.6,1.55,183,145,74,0.89,581.0,33.9,2.1,3,1,30.63,True,False,False,109,645.5555555555555,6.300000000000001
41,1,47.1,1.78,165,149,65,1.26,929.0,24.7,2.4,3,1,14.87,False,False,True,100,731.496062992126,7.199999999999999
32,1,65.2,1.62,186,128,63,0.58,408.0,25.3,3.4,2,1,24.84,False,False,False,123,691.5254237288136,6.8
47,1,87.2,1.64,177,165,50,2.0,1634.0,15.0,3.5,4,3,32.42,False,True,False,127,812.9353233830847,14.0
59,1,96.7,1.71,183,150,62,0.57,423.0,28.4,2.9,3,1,33.07,False,False,True,121,729.3103448275863,8.7
34,0,46.9,1.61,196,161,69,1.02,821.0,28.6,1.7,3,2,18.09,False,True,False,127,797.0873786407767,5.1
22,0,72.1,1.62,183,123,59,1.38,849.0,25.1,2.1,3,1,27.47,True,False,False,124,610.7913669064749,6.300000000000001
46,0,62.5,1.54,197,125,73,1.61,906.0,18.1,2.7,4,3,26.35,False,True,False,124,559.2592592592592,10.8
21,1,110.7,1.69,193,133,59,1.06,775.0,27.0,2.7,3,1,38.76,False,False,True,134,724.2990654205607,8.100000000000001
27,1,102.6,1.83,199,123,58,1.41,954.0,26.5,3.5,3,2,30.64,True,False,False,141,671.830985915493,10.5
34,0,64.3,1.62,174,145,62,1.76,1276.0,19.8,2.7,5,3,24.5,False,False,True,112,720.9039548022599,13.5
27,1,80.7,1.61,170,166,52,1.75,1598.0,14.3,3.5,4,3,31.13,False,True,False,118,907.9545454545455,14.0
34,1,115.3,1.81,181,167,67,1.36,1249.0,24.5,2.2,2,1,35.19,False,False,True,114,911.6788321167883,4.4
37,1,87.8,1.69,183,158,69,1.81,1573.0,10.3,3.5,5,3,30.74,True,False,False,114,864.2857142857142,17.5
41,1,74.3,1.61,160,136,51,1.06,714.0,24.8,3.5,4,2,28.66,False,True,False,109,667.2897196261682,14.0
22,0,78.5,1.7,177,138,66,1.36,938.0,31.9,2.1,4,2,27.16,False,True,False,111,684.6715328467153,8.4
51,0,77.3,1.58,171,168,68,0.97,733.0,31.1,2.0,2,1,30.96,False,False,False,103,747.9591836734694,4.0
23,0,64.5,1.7,187,125,72,0.51,319.0,30.4,1.7,2,1,22.32,False,False,False,115,613.4615384615385,3.4
19,1,72.0,1.94,199,148,62,1.17,952.0,24.7,3.2,3,2,19.13,False,False,True,137,806.7796610169491,9.600000000000001
30,0,77.9,1.77,166,130,62,1.41,916.0,27.9,2.6,4,2,24.87,False,False,False,104,645.0704225352113,10.4
28,0,69.6,1.58,182,135,50,1.49,1006.0,27.8,2.0,3,2,27.88,False,False,False,132,670.6666666666666,6.0
40,1,68.9,1.99,180,149,51,1.16,951.0,25.0,2.4,4,2,17.4,False,False,False,129,812.8205128205128,9.6
33,1,45.9,1.89,193,144,50,1.45,1148.0,21.6,2.9,3,2,12.85,False,False,False,143,786.3013698630137,8.7
48,0,68.2,1.69,170,159,73,0.75,537.0,28.4,2.5,3,1,23.88,True,False,False,97,706.578947368421,7.5
28,0,79.6,1.59,181,130,54,1.49,968.0,28.2,1.5,3,2,31.49,True,False,False,127,645.3333333333334,4.5
33,0,53.6,1.52,194,126,73,1.02,643.0,30.9,2.3,2,1,23.2,False,False,False,121,624.2718446601941,4.6
25,0,57.7,1.58,188,145,52,1.36,986.0,25.7,2.2,3,2,23.11,False,False,True,136,719.7080291970802,6.6000000000000005
21,1,74.2,1.93,187,141,56,1.32,1024.0,28.3,2.5,3,2,19.92,True,False,False,131,769.9248120300751,7.5
57,0,64.4,1.56,177,144,73,1.52,985.0,17.8,2.7,5,3,26.46,False,False,False,104,643.7908496732026,13.5
21,0,54.9,1.78,173,138,71,0.55,380.0,31.7,2.0,2,1,17.33,True,False,False,102,678.5714285714286,4.0
42,1,50.3,1.64,177,150,62,0.63,468.0,27.0,2.4,3,1,18.7,False,True,False,115,731.25,7.199999999999999
20,0,46.5,1.68,187,145,72,0.91,660.0,27.9,2.4,2,1,16.48,True,False,False,115,717.391304347826,4.8
49,1,57.8,1.99,183,161,67,0.93,741.0,24.7,3.1,3,1,14.6,True,False,False,116,788.2978723404254,9.3
20,1,83.0,1.8,167,160,73,0.79,695.0,29.6,2.9,2,1,25.62,False,False,True,94,868.75,5.8
44,1,82.5,1.79,167,155,70,1.51,1159.0,13.8,3.5,5,3,25.75,True,False,False,97,762.5,17.5
46,0,66.5,1.73,163,142,56,1.11,709.0,34.7,2.0,3,1,22.22,False,False,True,107,633.0357142857142,6.0
49,0,70.2,1.67,186,166,50,0.93,695.0,32.5,1.8,3,1,25.17,False,True,False,136,739.3617021276596,5.4
36,1,121.9,1.93,195,132,54,1.49,1082.0,21.8,3.4,3,2,32.73,False,False,False,141,721.3333333333334,10.2
38,0,70.3,1.52,164,144,66,1.19,857.0,25.6,2.0,4,2,30.43,False,False,True,98,714.1666666666667,8.0
22,0,40.3,1.56,192,121,57,1.45,877.0,30.8,2.1,4,2,16.56,True,False,False,135,600.6849315068494,8.4
35,1,101.4,1.76,193,121,64,0.84,559.0,23.6,2.9,2,1,32.74,True,False,False,129,657.6470588235294,5.8
45,1,79.2,1.95,189,135,69,1.47,982.0,22.8,2.8,3,2,20.83,False,False,True,120,663.5135135135135,8.399999999999999
59,0,75.8,1.77,167,128,53,1.46,841.0,33.1,1.8,3,1,24.19,False,True,False,114,572.1088435374149,5.4
39,1,71.7,1.88,198,147,51,0.55,445.0,23.7,2.2,2,1,20.29,False,False,False,147,794.6428571428571,4.4
38,0,57.7,1.56,185,132,54,1.64,1082.0,16.6,2.7,5,3,23.71,True,False,False,131,655.7575757575758,13.5
23,0,47.4,1.6,196,154,50,0.76,585.0,33.5,1.6,3,1,18.52,False,True,False,146,759.7402597402597,4.800000000000001
18,0,57.2,1.75,193,160,74,1.29,1032.0,33.5,2.4,3,2,18.68,False,False,False,119,793.8461538461538,7.199999999999999
22,0,44.8,1.72,166,132,54,1.48,977.0,28.6,1.8,4,2,15.14,False,False,False,112,655.7046979865772,7.2
58,1,90.2,1.72,199,150,55,0.9,668.0,28.3,2.1,2,1,30.49,True,False,False,144,734.065934065934,4.2
29,1,84.9,1.72,187,140,51,1.79,1378.0,14.3,3.5,4,3,28.7,False,False,True,136,765.5555555555555,14.0
43,1,95.7,1.77,198,151,50,1.08,807.0,24.2,3.4,3,1,30.55,True,False,False,148,740.3669724770641,10.2
51,1,59.0,1.65,198,153,53,1.22,924.0,20.7,2.3,3,2,21.67,True,False,False,145,751.219512195122,6.8999999999999995
31,0,60.5,1.77,187,127,56,1.72,1092.0,15.0,2.7,4,3,19.31,True,False,False,131,631.2138728323699,10.8
43,0,53.8,1.72,173,160,71,1.03,742.0,30.2,2.3,4,2,18.19,False,True,False,102,713.4615384615385,9.2
44,1,86.6,1.97,197,167,50,1.66,1372.0,11.7,3.5,5,3,22.31,False,False,True,147,821.556886227545,17.5
26,0,72.8,1.67,163,121,50,1.37,829.0,35.0,1.9,2,1,26.1,False,True,False,113,600.7246376811594,3.8
43,0,66.3,1.77,177,157,57,1.48,1046.0,32.7,1.7,4,2,21.16,True,False,False,120,702.0134228187919,6.8
39,0,56.0,1.6,184,151,69,0.89,672.0,32.6,2.0,2,1,21.87,False,False,True,115,746.6666666666666,4.0
47,1,45.9,1.93,166,159,65,1.29,1015.0,29.6,2.0,3,2,12.32,False,False,False,101,780.7692307692307,6.0
34,1,88.0,1.64,197,147,70,1.9,1536.0,14.4,3.5,4,3,32.72,False,False,True,127,804.1884816753927,14.0
43,1,94.0,1.79,187,156,62,1.31,1012.0,23.2,3.4,2,1,29.34,True,False,False,125,766.6666666666666,6.8
53,0,44.7,1.79,164,160,72,1.34,965.0,26.7,2.1,3,2,13.95,False,False,True,92,714.8148148148148,6.300000000000001
18,1,63.2,1.63,162,120,73,0.66,436.0,27.5,2.2,3,1,23.79,False,False,False,89,650.7462686567163,6.6000000000000005
25,1,95.6,1.9,190,160,72,1.47,1294.0,23.8,2.4,4,2,26.48,False,False,False,118,874.3243243243244,9.6
52,1,47.8,1.86,179,129,67,1.01,645.0,24.7,2.8,3,2,13.82,False,False,True,112,632.3529411764706,8.399999999999999
32,1,85.3,1.64,178,123,69,1.77,1197.0,13.2,3.5,4,3,31.71,False,False,False,109,672.4719101123595,14.0
39,1,59.7,1.83,170,154,59,1.35,1143.0,29.1,2.3,4,2,17.83,False,True,False,111,840.4411764705882,9.2
31,1,70.2,1.98,199,129,61,0.71,504.0,24.2,2.5,2,1,17.91,False,False,True,138,700.0,5.0
43,0,72.7,1.8,162,166,50,0.79,590.0,32.8,2.1,3,1,22.44,False,False,False,112,737.5,6.300000000000001
45,0,50.4,1.79,182,130,59,0.74,433.0,27.7,2.5,2,1,15.73,False,False,False,123,577.3333333333334,5.0
40,1,81.7,1.74,166,133,58,0.91,666.0,27.0,2.7,2,1,26.99,False,False,True,108,723.9130434782609,5.4
31,1,49.3,1.62,182,157,52,0.56,484.0,20.0,3.2,2,1,18.79,False,True,False,130,849.1228070175438,6.4
41,0,61.9,1.64,166,131,68,1.93,1138.0,19.4,2.7,4,3,23.01,False,False,True,98,586.5979381443299,10.8
19,0,49.1,1.68,193,164,58,1.42,1164.0,25.3,2.6,4,2,17.4,False,False,False,135,813.986013986014,10.4
43,1,66.5,1.83,178,136,59,1.11,747.0,27.1,2.4,3,2,19.86,False,False,True,119,666.9642857142857,7.199999999999999
31,1,75.5,1.93,168,135,68,0.6,446.0,20.5,3.4,2,1,20.27,False,False,False,100,731.1475409836065,6.8
24,1,88.2,1.79,177,154,65,1.76,1491.0,11.3,3.5,4,3,27.53,True,False,False,112,842.3728813559322,14.0
20,1,74.8,1.75,184,121,73,1.33,885.0,25.0,3.3,3,2,24.42,False,False,True,111,660.4477611940298,9.899999999999999
40,0,72.2,1.6,173,130,67,0.87,566.0,29.2,1.9,3,1,28.2,False,False,True,106,643.1818181818181,5.699999999999999
35,1,62.8,1.63,184,160,63,1.41,1241.0,21.9,3.7,4,2,23.64,False,False,False,121,873.943661971831,14.8
55,1,84.7,1.79,178,122,52,1.19,719.0,23.3,2.4,3,2,26.43,False,False,False,126,599.1666666666667,7.199999999999999
52,1,116.5,1.69,198,148,51,0.53,388.0,27.3,2.4,2,1,40.79,False,False,False,147,718.5185185185185,4.8
32,1,77.4,1.92,174,137,50,1.39,1047.0,26.7,3.3,3,2,21.0,False,False,False,124,747.8571428571429,9.899999999999999
42,0,72.9,1.62,175,139,67,1.17,732.0,25.7,2.0,4,2,27.78,False,False,True,108,620.3389830508474,8.0
54,0,58.4,1.59,186,166,73,1.08,807.0,32.5,1.9,2,1,23.1,False,False,False,113,740.3669724770641,3.8
45,0,64.3,1.54,199,133,58,1.67,999.0,15.3,2.7,4,3,27.11,False,False,True,141,594.6428571428571,10.8
27,1,89.3,1.87,169,153,62,1.62,1363.0,12.7,3.5,5,3,25.54,False,True,False,107,836.1963190184049,17.5
56,1,90.2,1.61,163,168,51,1.38,1148.0,22.6,2.3,3,2,34.8,False,False,True,112,825.8992805755396,6.8999999999999995
34,0,59.0,1.62,178,150,56,1.13,847.0,30.9,2.4,4,2,22.48,False,False,False,122,742.9824561403509,9.6
56,1,58.7,1.86,187,159,65,1.09,858.0,22.6,3.3,3,2,16.97,False,False,False,122,779.9999999999999,9.899999999999999
39,1,127.5,1.82,180,161,70,1.26,1116.0,29.8,3.0,3,2,38.49,False,True,False,110,878.7401574803149,9.0
43,0,68.6,1.52,173,137,68,1.42,875.0,28.1,2.6,4,2,29.69,False,False,True,105,611.8881118881119,10.4
42,0,56.7,1.53,192,149,74,1.07,717.0,27.4,1.9,3,1,24.22,False,True,False,118,663.8888888888888,5.699999999999999
34,0,64.5,1.78,169,144,64,1.33,958.0,27.8,1.8,4,2,20.36,False,False,True,105,714.9253731343283,7.2
30,0,61.6,1.52,178,138,71,1.78,1228.0,19.5,2.7,4,3,26.66,False,False,False,107,686.0335195530727,10.8
37,1,75.1,1.82,189,127,60,1.23,859.0,26.4,3.2,4,2,22.67,False,False,True,129,692.741935483871,12.8
42,1,79.3,1.93,181,147,50,1.22,888.0,27.3,3.3,2,1,21.29,False,False,False,131,721.9512195121952,6.6
21,0,72.6,1.68,162,127,70,1.19,756.0,34.2,1.8,3,2,25.72,False,False,False,92,630.0,5.4
27,1,76.7,1.7,196,150,56,0.96,792.0,29.1,2.1,3,1,26.54,True,False,False,140,816.4948453608248,6.300000000000001
20,0,44.2,1.61,177,122,69,1.08,659.0,32.4,2.5,2,1,17.05,True,False,False,108,604.5871559633027,5.0
58,0,56.5,1.7,170,122,57,0.74,406.0,27.0,2.7,2,1,19.55,False,False,True,113,541.3333333333334,5.4
35,1,100.9,1.63,161,163,59,1.1,986.0,28.4,3.1,2,1,37.98,False,False,False,102,888.2882882882882,6.2
53,0,55.8,1.55,171,141,54,1.12,711.0,27.0,1.8,4,2,23.23,False,True,False,117,629.2035398230088,7.2
39,1,58.3,1.93,165,136,58,1.35,1010.0,27.4,3.7,4,2,15.65,False,False,False,107,742.6470588235294,14.8
51,1,48.6,1.77,199,155,74,1.47,1128.0,26.9,3.5,2,1,15.51,False,True,False,125,762.1621621621622,7.0
25,1,81.7,1.95,188,136,74,1.94,1451.0,13.8,3.5,4,3,21.49,False,False,True,114,744.1025641025641,14.0
57,1,85.6,1.69,189,133,50,1.76,1159.0,12.7,3.5,5,3,29.97,False,False,True,139,654.8022598870057,17.5
36,0,60.0,1.72,161,128,51,1.63,1043.0,18.2,2.7,5,3,20.28,False,True,False,110,635.9756097560976,13.5
59,1,126.4,1.69,168,149,68,1.24,915.0,29.5,2.9,3,1,44.26,False,True,False,100,732.0,8.7
58,0,75.4,1.78,161,140,63,1.05,662.0,26.0,2.5,4,2,23.8,False,False,False,98,624.5283018867924,10.0
54,0,64.2,1.69,188,131,69,1.69,996.0,16.5,2.7,4,3,22.48,False,False,True,119,585.8823529411765,10.8
23,0,65.2,1.62,192,156,59,1.37,1069.0,31.1,2.5,3,2,24.84,False,False,False,133,774.6376811594203,7.5
43,0,70.1,1.66,169,151,58,0.99,673.0,34.6,2.6,2,1,25.44,False,True,False,111,673.0,5.2
51,1,102.6,1.77,193,130,59,1.21,779.0,21.0,3.4,2,1,32.75,True,False,False,134,638.5245901639345,6.8
23,1,107.2,1.93,167,139,55,1.15,879.0,20.2,3.1,4,2,28.78,True,False,False,112,757.7586206896552,12.4
54,0,56.5,1.75,196,154,66,1.76,1220.0,15.3,2.7,5,3,18.45,True,False,False,130,689.2655367231638,13.5
50,0,61.6,1.75,192,166,74,1.22,911.0,25.5,2.2,4,2,20.11,False,True,False,118,740.650406504065,8.8
39,1,81.7,1.75,165,165,55,1.32,1198.0,29.1,2.8,4,2,26.68,False,False,False,110,900.7518796992481,11.2
38,0,76.6,1.58,199,130,53,0.74,481.0,32.2,2.3,2,1,30.68,False,False,True,146,641.3333333333334,4.6
23,1,116.8,1.79,178,127,69,1.0,698.0,26.8,3.4,4,2,36.45,False,True,False,109,691.0891089108911,13.6
23,0,60.1,1.59,191,123,52,1.8,1107.0,17.6,2.7,4,3,23.77,True,False,False,139,611.6022099447514,10.8
21,1,93.7,1.73,186,146,72,1.0,803.0,27.8,3.6,2,1,31.31,False,False,False,114,795.049504950495,7.2
47,0,41.6,1.58,160,163,68,1.03,756.0,26.6,2.1,4,2,16.66,False,False,True,92,726.9230769230769,8.4
28,0,55.1,1.79,192,159,67,1.99,1582.0,17.0,2.7,5,3,17.2,False,False,True,125,791.0,13.5
47,1,127.1,1.76,199,157,73,0.71,552.0,24.9,3.0,2,1,41.03,False,True,False,126,766.6666666666667,6.0
48,0,69.1,1.6,191,166,53,1.34,1001.0,26.1,2.0,4,2,26.99,False,True,False,138,741.4814814814814,8.0
41,0,66.8,1.74,164,149,57,1.34,898.0,29.2,2.3,3,1,22.06,False,False,True,107,665.1851851851851,6.8999999999999995
26,1,125.5,1.76,176,163,66,1.15,1031.0,23.2,3.1,4,2,40.52,False,False,True,110,888.7931034482759,12.4
20,0,71.3,1.58,167,167,54,1.07,893.0,25.4,1.5,3,2,28.56,True,False,False,113,826.8518518518518,4.5
48,1,129.2,1.61,193,167,62,1.06,876.0,21.4,2.9,4,2,49.84,False,False,True,131,818.6915887850466,11.6
57,1,96.3,1.86,168,146,74,1.1,795.0,27.6,2.2,3,2,27.84,False,True,False,94,716.2162162162161,6.6000000000000005
54,0,67.5,1.54,182,140,50,0.72,454.0,25.2,1.5,3,1,28.46,False,False,False,132,621.9178082191781,4.5
53,0,64.4,1.55,194,139,62,1.77,1107.0,19.7,2.7,4,3,26.81,True,False,False,132,621.9101123595506,10.8
41,0,64.9,1.57,166,123,53,1.04,576.0,25.9,2.4,4,2,26.33,True,False,False,113,548.5714285714286,9.6
48,0,52.3,1.66,174,130,71,0.74,433.0,33.0,1.8,3,1,18.98,False,False,True,103,577.3333333333334,5.4
23,0,56.7,1.55,179,132,73,1.38,911.0,34.0,1.9,4,2,23.6,False,False,False,106,655.3956834532374,7.6
19,0,46.8,1.63,184,128,63,1.35,864.0,34.4,1.6,4,2,17.61,True,False,False,121,635.2941176470588,6.4
37,0,70.3,1.77,162,123,52,1.01,621.0,33.7,1.7,2,1,22.44,False,True,False,110,608.8235294117646,3.4
45,1,80.8,1.76,183,131,54,1.7,1102.0,11.4,3.5,4,3,26.08,False,False,True,129,644.4444444444445,14.0
28,0,56.0,1.5,193,128,56,1.94,1242.0,16.7,2.7,5,3,24.89,False,True,False,137,636.9230769230769,13.5
21,1,101.2,1.84,181,132,50,1.3,944.0,24.3,3.3,2,1,29.89,False,False,True,131,720.6106870229007,6.6
32,0,56.6,1.57,170,167,72,1.65,1378.0,15.7,2.7,4,3,22.96,True,False,False,98,830.1204819277109,10.8
23,0,40.9,1.75,167,145,61,0.82,594.0,25.2,2.1,3,1,13.36,False,False,True,106,715.6626506024097,6.300000000000001
47,1,127.8,1.65,198,157,60,0.77,598.0,28.7,3.5,2,1,46.94,False,False,False,138,766.6666666666666,7.0
55,0,49.3,1.76,194,161,73,1.28,927.0,30.5,2.0,2,1,15.92,False,True,False,121,718.6046511627907,4.0
19,0,64.3,1.63,197,132,57,1.87,1234.0,18.0,2.7,5,3,24.2,False,False,False,140,656.3829787234042,13.5
32,1,49.3,1.62,167,158,74,1.18,1025.0,29.3,2.5,3,2,18.79,False,True,False,93,861.344537815126,7.5
28,0,63.0,1.62,196,147,55,0.68,500.0,31.7,1.9,2,1,24.01,False,True,False,141,724.6376811594203,3.8
25,0,41.1,1.67,186,138,71,1.03,711.0,31.9,2.4,3,2,14.74,False,False,True,115,683.6538461538461,7.199999999999999
43,0,40.5,1.74,187,143,51,1.5,965.0,32.9,2.2,3,2,13.38,True,False,False,136,639.0728476821192,6.6000000000000005
